username_length,num_posts,num_followers,num_following,account_age_days,has_profile_picture,has_bio,engagement_ratio,is_verified,is_fake
19,4,35,616,14,0,0,0.1067,0,1
18,186,470,812,1633,1,1,0.3781,0,0
10,863,452,286,3523,0,1,1.9196,0,0
7,408,2472,899,2838,1,0,0.157,0,0
9,1634,249,990,1234,1,0,6.5554,0,0
24,7,7946,3533,26,0,0,0.0046,0,1
5,171,2978,263,2793,1,1,0.0576,0,0
11,182,160,936,672,0,0,1.1187,0,0
6,60,270,437,780,1,0,0.228,0,0
19,1060,266,847,1934,1,1,3.9993,0,0
8,1522,4183,375,1761,0,1,0.3654,0,0
11,1443,22,713,2432,1,1,65.6005,0,0
15,0,25,1697,9,1,0,0.0,0,1
18,7,5839,2459,289,0,0,0.0,0,1
15,36,12,4161,4,0,0,2.9979,0,1
22,0,40,4269,28,0,0,0.0011,0,1
15,96,325,414,2377,1,1,0.3021,0,0
22,2,1373,1317,12,1,0,0.0118,0,1
11,1188,33,222,2490,1,1,35.9899,0,0
27,9,1925,2343,167,0,0,0.0128,0,1
7,58,271,925,971,1,1,0.2021,0,0
4,8,72,4136,17,1,0,0.1132,0,1
12,622,40,948,1550,1,1,15.5546,0,0
9,461,202,113,864,1,1,2.2793,0,0
27,9,2162,1888,1,0,0,0.0114,0,1
19,6,342,764,540,1,1,4.8022,0,0
12,1726,12556,914,3267,1,1,0.1247,0,0
3,2,48,2359,10,0,0,0.022,0,1
11,98,413,254,2467,1,1,0.2297,0,0
17,241,1682,120,2419,1,1,0.1546,0,0
16,568,461,812,1526,1,0,1.2547,0,0
9,154,302,421,1051,1,1,0.5051,0,0
17,610,146,327,539,1,0,4.1838,0,0
14,1456,373,755,258,1,1,3.9035,0,0
12,76,387,601,1291,1,1,0.2023,0,0
19,1,383,639,2970,0,0,0.2334,0,0
13,679,420,485,1366,1,1,1.6082,0,0
12,3,282,893,3291,1,0,6.3973,0,0
10,24,320,344,1494,0,1,0.0691,0,0
10,99,980,341,2034,1,1,0.0962,0,0
6,1335,152,489,914,1,1,8.7992,1,0
15,8,6537,1095,325,0,1,0.0114,0,1
10,41,289,91,3477,0,1,0.15,0,0
26,10,59,4725,26,1,0,0.1753,0,1
5,89,490,912,3509,1,0,0.1771,0,0
14,63,1258,856,3382,1,1,0.0492,0,0
21,0,8845,2176,345,1,0,0.0093,0,1
13,795,274,444,2399,1,1,2.8953,0,0
7,285,23,752,602,1,1,12.3952,0,0
13,1068,361,541,754,1,1,2.9552,0,0
18,306,311,187,395,1,1,0.9809,0,0
21,28,57,1987,8,0,0,0.4812,0,1
13,1369,244,309,2860,0,1,5.6058,0,0
5,1627,79,121,3519,0,0,20.6181,0,0
7,42,7122,1927,232,0,1,0.0135,0,1
19,157,240,782,824,1,1,0.6564,0,0
6,26,1799,654,1335,1,1,0.0245,0,0
14,1964,23,701,2787,0,1,85.379,0,0
13,1941,437,894,2264,0,1,4.4206,0,0
19,1290,364,349,3166,1,1,3.5391,0,0
10,1665,328,860,1129,1,0,5.0921,0,0
17,3,7047,1691,311,0,0,0.0016,0,1
17,758,352,309,933,1,1,2.1269,1,0
6,8,350,291,3438,1,0,2.3419,0,0
3,7,26,170,8,1,1,0.2778,0,1
15,6,187,795,2399,1,1,0.0531,0,0
19,49,37,4720,213,0,0,1.3275,0,1
7,78,296,909,1513,1,0,0.2758,0,0
5,588,4182,387,1466,0,1,0.1321,0,0
5,30,376,564,667,0,1,0.1014,0,0
18,4,1040,4172,11,1,1,0.0197,0,1
16,3,4973,3952,16,1,1,0.0053,0,1
10,1822,2939,155,1481,1,0,0.613,0,0
18,1891,391,333,3098,1,1,4.8336,0,0
17,40,905,95,307,1,1,0.052,0,0
7,510,101,735,1594,0,0,5.0341,0,0
6,119,4836,739,84,1,1,0.021,0,0
14,695,2619,865,3177,1,1,0.266,0,0
27,20,57,4021,286,0,0,0.3493,0,1
17,387,2631,552,2596,0,0,0.144,0,0
9,86,395,626,1831,1,1,0.2141,0,0
8,23,2775,529,1621,0,1,0.0211,1,0
7,88,3011,971,137,1,1,0.0334,0,0
5,26,3988,900,3454,1,1,0.0099,0,0
18,1749,378,607,176,1,1,4.6382,0,0
17,1510,136,598,2234,0,1,11.0869,0,0
14,81,95,665,1866,0,1,0.8522,0,0
25,0,46,2790,310,0,0,0.0126,0,1
13,9,209,753,1057,1,0,6.4439,0,0
16,7,37,3497,8,0,0,0.1861,0,1
4,5,48,1412,253,0,0,0.099,0,1
8,734,12,856,1733,0,0,61.1652,0,0
19,3,8831,438,20,0,0,0.0143,0,1
18,45,12568,359,3642,0,1,0.0,0,0
24,22,9237,1336,9,0,0,0.0006,0,1
8,37,218,230,60,1,1,0.1778,0,0
27,40,6447,3339,358,0,1,0.0231,0,1
6,4,94,610,3582,1,1,0.9904,0,0
20,0,3934,1222,293,0,1,0.0,0,1
5,718,127,832,321,1,1,5.6445,0,0
12,908,7563,185,507,1,1,0.1044,0,0
26,41,7927,4398,123,1,0,0.0,0,1
16,17,464,680,3403,1,1,0.0485,0,0
8,9,2299,430,1835,1,0,0.4954,0,0
4,1,44,3500,29,0,0,0.0258,0,1
15,585,138,547,2454,1,1,4.2416,0,0
5,46,440,687,275,1,0,0.1003,0,0
23,1,55,1053,363,1,1,0.0118,0,1
9,1886,4203,944,3599,1,1,0.4671,0,0
5,968,499,505,2502,1,1,1.9519,0,0
5,2,9,4949,21,1,1,0.2165,0,1
15,92,132,751,2134,1,1,0.7015,0,0
11,28,343,360,1433,1,1,0.0707,0,0
9,85,35428,121,221,1,1,0.0053,0,0
15,42,3299,1423,302,0,0,0.0207,0,1
18,1398,424,156,3486,1,0,3.2906,0,0
16,350,366,587,3236,1,1,0.9696,0,0
8,151,123,381,1924,1,1,1.2299,0,0
11,1489,4563,308,386,1,0,0.3365,0,0
9,20,29,232,2336,1,1,0.698,0,0
10,1121,72,159,2592,1,0,15.5776,0,0
5,74,56,479,1369,1,1,1.3252,0,0
12,980,379,682,3574,1,1,2.5982,0,0
5,1043,2072,96,160,1,1,0.5028,1,0
7,48,80,987,1153,1,1,0.5893,0,0
28,3,5296,1557,5,0,0,0.015,0,1
7,3,3881,776,821,1,1,0.0069,0,0
18,26,1857,995,2629,1,1,0.0,0,0
12,44,1452,799,826,1,1,0.0263,0,0
13,495,401,740,2314,1,1,1.2369,0,0
12,1725,1579,843,1378,1,0,1.1012,0,0
15,1807,13742,78,631,1,1,0.1277,0,0
6,27,215,839,2776,1,0,0.1297,0,0
16,45,8897,746,23,1,0,0.0024,0,1
16,221,343,346,115,0,0,0.6392,0,0
6,2,73,1614,3,1,0,0.0232,0,1
18,973,471,645,135,1,1,2.0747,0,0
11,1188,434,710,499,1,1,2.7263,0,0
6,459,182,904,2818,1,0,2.5122,0,0
13,1625,163,617,488,1,1,9.9452,0,0
18,8,6219,439,312,1,0,0.0,0,1
6,7,11,1014,24,0,0,0.6352,0,1
9,70,433,541,1665,1,1,0.1573,0,0
18,7,2445,1424,18,0,0,0.0,0,1
5,9,210,708,3626,1,0,0.3683,0,0
11,120,182,889,300,1,0,0.6577,0,0
21,40,68,293,28,1,0,0.5765,0,1
9,1,211,378,2444,1,0,8.276,0,0
15,23,2,4030,39,0,0,11.4958,0,1
17,125,344,646,3635,1,0,0.3559,0,0
20,11,62,3492,201,0,0,0.1826,0,1
10,95,225,508,3483,1,0,0.4082,0,0
9,1567,141,967,178,1,1,11.1197,0,0
19,8,58,3512,143,0,0,0.1513,0,1
5,8,4563,128,304,1,1,0.0013,0,0
26,4,46,3044,23,0,0,0.083,0,1
13,81,1100,405,766,1,0,0.0684,0,0
17,28,286,162,524,1,1,0.1002,0,0
25,0,44,773,17,1,1,0.0,0,1
17,37,274,906,720,1,1,0.1508,0,0
12,1605,27177,221,182,1,1,0.0557,0,0
10,12,187,701,378,1,1,0.0459,0,0
6,1643,130,201,2509,1,0,12.6579,0,0
14,1383,312,919,584,1,1,4.4436,0,0
7,93,248,983,956,1,1,0.3638,0,0
19,9,419,135,749,0,0,0.2657,0,0
7,95,406,622,2357,0,0,0.2195,0,0
18,79,32237,645,2290,1,1,0.0046,0,0
13,1930,160,955,1628,1,1,12.0527,0,0
27,2,87,3240,21,1,0,0.0283,0,1
8,21,310,634,3298,1,1,0.0784,0,0
28,4,1938,4251,12,0,1,0.0,0,1
11,21,119,410,2468,1,1,0.183,0,0
19,934,345,945,2790,1,1,2.6905,0,0
26,11,95,1050,24,0,0,0.1052,0,1
21,38,71,1905,72,1,0,0.5353,0,1
18,53,3026,190,2376,1,1,0.0349,0,0
13,6,214,940,439,1,0,0.2987,0,0
14,87,2818,954,344,0,1,0.025,0,0
24,12,98,185,11,0,0,0.1055,0,1
13,162,1609,455,398,0,1,0.0931,0,0
12,1015,388,863,1131,1,1,2.6254,0,0
11,9,21,316,1853,1,0,9.0153,0,0
12,37,2928,762,651,1,1,0.0046,1,0
7,1974,440,98,1729,1,0,4.4774,0,0
14,1903,349,293,3203,1,1,5.4528,0,0
3,2,60,4071,277,0,0,0.0228,0,1
23,2,4406,3293,13,0,0,0.0,0,1
14,1801,421,474,2685,1,0,4.2915,0,0
28,4,94,4206,27,0,0,0.0389,0,1
29,5,2490,2448,185,0,0,0.0062,0,1
10,33,286,742,796,1,0,0.1089,0,0
21,1,4243,2331,221,1,0,0.0,0,1
11,1278,32,997,3290,1,1,39.9536,0,0
6,116,95,128,3542,1,1,1.213,0,0
5,793,114,178,2849,1,1,6.9673,0,0
12,58,111,429,264,1,0,0.5251,0,0
16,0,44,3048,12,0,0,0.0056,0,1
17,8,3789,3804,171,1,1,0.0,0,1
11,91,237,286,3439,1,1,0.378,0,0
5,363,132,228,3543,1,1,2.7514,0,0
24,8,43,2623,26,0,1,0.1773,0,1
12,68,94,326,474,1,1,0.7022,0,0
14,1,1869,586,518,1,1,0.0,0,0
17,2,7430,3096,258,0,0,0.0,0,1
13,1695,2992,550,1888,1,1,0.5589,0,0
14,1226,246,581,1076,1,1,4.9738,0,0
5,1442,406,361,1704,1,1,3.5417,1,0
21,3,8926,3582,7,1,0,0.0,0,1
17,126,3186,58,228,0,1,0.0373,0,0
13,2,168,324,1465,0,1,0.1683,0,0
29,2,1578,4367,8,1,0,0.0,0,1
13,1001,327,284,2645,1,1,3.067,0,0
9,1522,3898,141,921,0,1,0.3902,0,0
8,83,1111,475,2711,1,1,0.0728,0,0
10,10,227,282,3062,1,1,0.0314,0,0
7,889,1138,75,3617,1,0,0.774,0,0
16,0,9757,4860,20,1,0,0.0115,0,1
20,8,6282,643,15,0,0,0.0052,0,1
26,4,8691,3515,11,0,0,0.0,0,1
7,12,33,642,207,1,0,0.3411,0,0
28,9,26,2855,23,0,0,0.3422,0,1
22,0,2081,2055,157,0,0,0.0029,0,1
8,87,1466,453,2617,1,1,0.0622,0,0
9,0,34,197,2045,1,0,39.0672,0,0
9,943,181,903,425,1,1,5.2131,0,0
11,87,4093,526,2451,0,1,0.0001,0,0
5,9,28556,899,1770,0,0,0.0057,0,0
13,296,466,63,2123,0,1,0.6391,0,0
12,292,367,174,2453,1,1,0.7889,0,0
6,87,32359,70,237,1,1,0.016,0,0
11,72,2943,372,794,0,1,0.0242,1,0
9,853,72,541,1771,1,0,11.875,0,0
18,556,183,176,414,0,0,3.0317,0,0
19,33,1702,361,3305,0,1,0.0222,0,0
22,8,35,4002,21,0,0,0.2384,0,1
11,39,4427,747,2178,0,1,0.0204,0,0
5,175,21830,149,2111,0,1,0.0133,0,0
12,0,161,972,1759,1,0,0.0026,0,0
16,1911,282,378,2175,1,1,6.7752,0,0
5,1,2121,1404,9,1,0,0.0087,0,1
10,424,325,483,3356,1,1,1.3029,0,0
19,20,2929,336,2379,1,1,0.0092,0,0
13,265,226,122,2242,1,1,1.1649,0,0
5,7,88,4349,176,0,0,0.091,0,1
15,70,445,953,42,1,1,0.1541,0,0
7,1491,2918,313,2408,1,1,0.5112,0,0
13,255,792,161,745,1,0,0.3182,0,0
17,24,292,722,1800,0,0,0.0756,0,0
15,1560,15,849,314,0,0,104.0134,0,0
18,8,4,470,26,0,1,1.9765,0,1
19,66,307,271,2813,1,1,0.2186,0,0
12,10,1163,259,932,1,0,0.0246,0,0
26,27,5803,2833,8,0,0,0.0,0,1
10,23,19703,344,742,1,1,0.0,0,0
14,1956,323,469,331,1,0,6.0338,1,0
7,0,4017,2830,13,0,0,0.0,0,1
14,1676,234,376,2301,1,0,7.1782,0,0
23,0,44,3146,16,0,1,0.0,0,1
25,3,20,4424,15,0,0,0.1509,0,1
5,98,73,130,2613,1,1,1.3455,0,0
18,8,606,644,1844,0,0,0.0337,0,0
8,1451,168,796,2626,1,0,8.6433,0,0
19,1800,77,401,3026,1,0,23.3849,0,0
4,0,31,3024,28,0,0,0.016,0,1
27,7,90,4641,20,0,0,0.076,0,1
16,2,368,233,304,0,0,3.6689,0,0
7,0,98,4801,21,0,0,0.0,0,1
20,38,5,4580,205,0,0,7.6089,0,1
16,986,455,726,2667,1,0,2.1638,0,0
20,0,6580,1068,13,0,1,0.0089,0,1
10,0,1033,592,2974,1,0,0.0007,0,0
7,34,801,658,512,0,1,0.0453,0,0
3,2,2556,995,18,0,0,0.0,0,1
16,33,315,573,1608,1,1,0.1022,0,0
8,3,188,819,58,1,1,0.021,0,0
13,1755,346,586,2821,1,0,5.0893,0,0
23,5,28,2370,17,0,0,0.1791,0,1
6,9,50,3879,26,0,1,0.1809,0,1
14,93,23768,165,1830,0,1,0.0152,0,0
12,26,3960,420,1525,1,1,0.0051,0,0
16,15,169,689,2806,1,1,0.1,0,0
5,30,4414,297,363,1,0,0.0018,0,0
25,4,28,1246,11,1,1,0.1409,0,1
9,5,33,878,2557,1,1,0.1486,0,0
13,1368,3738,619,3330,1,1,0.3622,1,0
19,0,88,4805,346,0,0,0.0,0,1
13,37,445,435,2911,0,1,0.081,0,0
16,204,372,676,1352,1,1,0.5582,0,0
11,1959,360,187,1921,1,0,5.4417,0,0
22,21,5320,4247,5,1,0,0.0,0,1
9,721,2797,553,1867,1,1,0.2532,0,0
14,293,326,219,219,1,1,0.9154,0,0
14,17,31627,173,1936,0,0,0.0187,0,0
19,1157,89,751,2807,1,0,13.0065,1,0
7,1107,39,845,126,1,1,28.3666,0,0
9,277,685,205,1424,1,0,0.4068,0,0
17,1181,356,360,2840,1,1,3.3207,0,0
5,1722,77,847,2846,1,0,22.3549,0,0
9,313,351,488,2348,1,1,0.8901,0,0
13,27,249,807,3538,1,1,0.1245,0,0
13,118,210,374,2804,1,1,0.5404,0,0
8,31,2412,119,860,1,1,0.0101,0,0
12,155,2343,157,199,0,1,0.0742,0,0
19,771,308,913,1208,1,1,2.5082,0,0
6,1792,1470,612,554,1,0,1.2141,0,0
19,533,236,544,1734,1,1,2.2338,0,0
10,1928,485,993,604,1,1,3.9849,0,0
7,44,468,670,2937,1,1,0.0885,0,0
14,763,336,835,637,1,1,2.2862,0,0
12,290,186,782,202,1,0,1.5537,0,0
5,23,326,294,2468,1,1,0.0893,0,0
19,1465,82,531,1965,1,1,17.8825,0,0
7,32,3648,533,2,1,0,0.0058,0,1
18,1439,4498,151,1781,1,1,0.3436,0,0
16,7,26,2496,5,1,0,0.2723,0,1
6,6,13,4117,101,0,1,0.4596,1,1
10,60,345,632,1814,1,1,0.1823,0,0
27,9,7668,2093,1,1,1,0.0144,0,1
12,1830,305,384,2792,1,1,5.9986,0,0
8,843,2358,876,877,1,1,0.3693,0,0
15,76,19,485,1051,0,0,3.9855,0,0
21,5,4476,379,7,0,0,0.0034,0,1
16,970,426,180,1839,0,0,2.2762,0,0
22,2,4545,3487,104,0,1,0.0087,0,1
5,714,274,905,2034,1,1,2.5948,0,0
17,567,180,207,3364,1,1,3.1514,0,0
5,1565,316,385,2968,1,1,4.9662,0,0
29,3,8501,3142,29,1,1,0.0,0,1
4,3,3904,1698,22,0,0,0.0035,0,1
9,1596,415,355,1083,1,1,3.8344,0,0
16,9,6473,4447,201,0,0,0.0057,0,1
15,4,483,302,1124,1,1,3.5622,0,0
16,7,56,382,189,0,0,0.1217,0,1
6,246,4153,467,1226,1,1,0.0571,0,0
26,9,45,660,25,0,0,0.1981,0,1
29,4,7586,3411,1,0,1,0.0,0,1
6,87,419,149,1206,0,0,0.2162,0,0
3,4,5,2036,14,1,0,0.791,0,1
6,14,3775,295,1583,1,1,0.0028,0,0
7,92,4101,323,3125,0,1,0.0153,0,0
26,41,8383,449,10,0,0,0.005,0,1
19,616,976,509,458,1,0,0.6251,0,0
26,7,4877,1471,12,0,1,0.0001,0,1
9,3,419,314,3126,1,1,0.008,0,0
17,7,1101,3445,18,0,0,0.0,0,1
11,53,4549,950,3267,1,1,0.0078,0,0
16,9,1213,1584,5,1,1,0.0084,0,1
14,1908,429,179,2047,1,0,4.4284,0,0
8,48,492,798,1721,1,1,0.0971,0,0
15,1588,320,426,1766,1,0,4.9738,1,0
15,811,203,147,775,1,0,4.02,0,0
6,644,113,631,3009,1,0,5.693,0,0
8,0,407,696,3505,1,0,0.0,0,0
3,2,5441,2119,19,1,1,0.001,0,1
16,1162,1561,359,3218,1,0,0.7515,1,0
17,0,49,1803,3,0,0,0.007,0,1
13,1023,329,242,3135,1,1,3.112,0,0
24,1,19,1853,70,0,0,0.0536,0,1
10,15,66,54,353,0,1,0.2132,0,0
5,24,385,987,1178,0,1,0.0521,0,0
15,24,469,440,3248,1,1,0.0654,0,0
5,1,6153,4393,24,0,0,0.0098,0,1
16,886,46,889,2829,1,1,19.2805,0,0
19,1722,429,994,691,1,0,4.0066,0,0
7,6,79,4374,7,0,0,0.0556,0,1
21,5,11,4439,12,0,0,0.4622,0,1
6,322,317,713,2743,1,0,1.0188,0,0
10,1494,455,922,1484,1,1,3.2697,0,0
16,214,29,52,3148,1,0,7.3814,1,0
17,19,141,700,913,1,0,0.124,0,0
19,1446,262,393,2639,1,1,5.5095,0,0
12,51,447,116,1651,1,1,0.1131,0,0
8,1430,86,673,3014,1,0,16.6263,0,0
15,7,55,2864,23,0,0,0.1222,0,1
11,1426,113,212,3075,1,1,12.626,0,0
9,523,29,216,1017,0,1,18.0332,0,0
21,4,91,3412,11,1,0,0.0304,0,1
6,1621,4059,214,1711,1,1,0.4032,0,0
17,7,5089,3683,171,1,0,0.0,0,1
5,210,374,533,334,0,1,0.5489,0,0
15,2,80,158,3601,1,0,0.0106,0,0
12,4,470,83,1125,1,1,0.0025,0,0
25,20,6691,1595,173,0,0,0.0027,0,1
6,814,3961,828,252,1,1,0.2175,0,0
11,984,353,562,1087,1,1,2.7863,0,0
22,4,9752,443,24,0,1,0.0088,0,1
8,62,249,388,1151,0,1,0.2663,0,0
7,1739,281,775,527,1,0,6.1807,0,0
14,1260,4905,267,931,1,1,0.2746,0,0
6,3,2304,1750,15,0,0,0.0103,0,1
18,9,2,4254,3,0,0,4.4999,0,1
19,65,469,746,2396,1,1,0.1355,0,0
14,13,65,181,2618,1,0,0.1933,0,0
16,767,484,837,476,1,1,1.5807,0,0
25,7,30,4478,9,0,0,0.2269,0,1
12,79,161,782,1947,1,0,0.4845,0,0
8,947,16,326,2751,1,0,59.17,0,0
17,89,82,327,963,1,0,1.0871,0,0
5,851,2492,340,3161,0,1,0.3387,0,0
13,1318,386,904,3288,1,1,3.4211,0,0
13,65,24105,294,229,1,1,0.0,0,0
9,4,249,464,1970,1,1,0.0,0,0
4,6,75,2280,29,0,1,0.075,0,1
17,14,23,406,761,1,1,0.635,0,0
5,63,133,896,2758,0,1,0.4882,0,0
12,951,436,958,3645,1,1,2.1878,0,0
11,50,398,671,3255,1,0,0.1295,0,0
8,1498,1070,367,113,1,1,1.4008,0,0
11,1156,4357,308,2877,0,0,0.2699,0,0
13,152,2113,964,3563,1,0,0.0687,0,0
14,269,2526,997,3639,1,1,0.102,0,0
8,593,1874,613,3488,1,1,0.342,0,0
6,1243,1308,789,67,1,1,0.9536,0,0
29,19,7348,2289,7,1,1,0.0,0,1
18,778,287,435,278,1,1,2.7175,0,0
10,1160,251,592,2110,0,0,4.6251,0,0
28,3,69,2314,25,0,1,0.0523,0,1
6,1479,426,472,164,1,1,3.4671,0,0
7,7,66,4861,12,0,1,0.1201,0,1
24,8,6462,927,12,0,0,0.0076,0,1
7,4,86,3548,29,1,0,0.0446,0,1
4,1,8729,1304,96,1,1,0.0,0,1
13,1657,205,685,2600,1,1,8.0726,1,0
19,48,286,646,1502,1,1,0.1471,0,0
18,1484,231,516,2346,0,1,6.4366,0,0
21,3,1161,4990,34,0,0,0.0221,0,1
6,1064,94,214,517,1,1,11.3079,0,0
22,4,28,4342,11,0,0,0.151,0,1
17,1901,266,945,2593,0,0,7.1457,0,0
11,1007,32,182,1094,1,1,31.455,1,0
15,4,8,4818,276,1,1,0.5048,0,1
11,30,377,672,2171,1,1,0.078,0,0
8,17,1972,111,979,1,0,0.0208,0,0
7,71,329,934,1232,1,0,0.2071,0,0
20,8,25,2521,3,0,0,0.3215,0,1
8,2,71,599,2099,0,1,7.1031,0,0
29,5,59,929,250,0,0,0.0992,0,1
20,9,9479,4414,26,1,0,0.0104,0,1
18,54,487,985,1909,1,1,0.1073,0,0
25,9,6396,3279,23,1,0,0.0,0,1
15,0,1581,614,26,1,0,0.0008,0,1
17,24,864,301,3041,1,1,0.036,0,0
7,1027,74,942,2341,1,1,13.8706,0,0
17,88,29,412,1606,1,0,3.0219,0,0
15,40,233,684,928,1,1,0.1813,0,0
7,7,1220,234,41,1,1,0.0,1,0
13,1787,3650,315,3111,1,1,0.492,0,0
29,0,43,4570,92,1,0,0.0,0,1
17,75,118,94,3496,1,0,0.6444,0,0
15,9,497,66,3019,1,1,0.0265,0,0
14,22,256,935,3138,1,0,0.0974,0,0
18,67,99,856,1630,1,1,0.6785,0,0
28,1,28,4292,181,0,0,0.0374,0,1
19,1535,96,954,165,0,1,15.9955,0,0
11,954,6855,527,2400,0,1,0.1389,0,0
20,6,43,3267,23,0,1,0.1519,0,1
10,1752,201,904,2869,1,0,8.7043,0,0
18,9,3089,4194,8,0,1,0.0007,0,1
18,33,491,515,1493,1,1,0.0657,0,0
17,30,267,416,3498,0,1,0.0977,0,0
15,74,91,145,39,1,0,0.8161,0,0
5,18,327,237,3392,1,0,0.0524,0,0
20,6,43,851,353,0,0,0.1331,0,1
15,68,163,285,1273,1,0,0.4375,0,0
11,649,310,280,2699,1,0,2.0892,0,0
29,2,4563,1602,19,1,0,0.0,0,1
15,783,3890,593,1727,1,1,0.2007,0,0
14,270,470,627,3070,0,1,0.5804,0,0
15,1545,163,494,1733,1,0,9.467,0,0
19,59,423,107,2902,1,1,0.1444,0,0
14,1033,129,739,2231,1,1,8.0089,0,0
9,717,249,961,3420,1,1,2.8987,0,0
29,3,82,1402,14,0,1,0.0399,0,1
19,98,145,788,2611,1,1,0.6617,0,0
9,36,1627,292,2151,1,1,0.0429,0,0
13,102,162,318,1647,1,1,0.619,0,0
15,25,116,282,2315,0,1,0.2104,0,0
18,1901,17,144,390,1,1,111.8303,0,0
17,561,80,530,464,0,1,7.0077,0,0
14,18,1482,312,1804,1,1,0.0153,0,0
6,7,23,3928,18,1,0,0.2891,0,1
17,6,46,3597,10,1,0,0.1335,0,1
12,33,19,804,3550,0,0,1.7238,0,0
6,2,0,764,224,1,1,2.0062,0,1
16,1687,4333,208,3210,1,0,0.3925,0,0
9,11,484,798,1712,1,0,0.0204,0,0
23,6,89,3072,275,0,0,0.0768,0,1
15,179,1211,278,1256,1,1,0.136,0,0
17,0,1925,3453,189,1,0,0.0,0,1
8,1,165,551,407,1,1,0.0182,0,0
13,858,490,410,1698,0,1,1.7492,0,0
18,76,1725,303,1688,1,1,0.0555,0,0
18,43,97,943,2146,1,1,0.4255,0,0
18,68,261,62,663,0,1,0.2629,0,0
13,14,485,967,114,0,1,0.0288,0,0
10,1234,454,453,147,1,1,2.7183,0,0
4,9,1591,4051,108,0,0,0.0,0,1
10,38,474,471,666,1,1,0.0787,0,0
26,47,91,3705,93,0,1,0.5133,0,1
10,626,311,617,2355,1,0,2.0185,0,0
15,850,105,916,98,1,1,8.1187,0,0
24,5,97,1473,5,0,0,0.0577,0,1
22,2,42,2919,19,1,0,0.039,0,1
5,618,4752,376,1831,1,0,0.1309,0,0
17,36,358,493,1768,1,0,0.0943,0,0
13,216,326,880,989,1,1,0.6577,0,0
6,724,2257,428,2713,1,1,0.3278,1,0
7,95,170,212,1944,0,0,0.5647,0,0
17,26,158,510,1395,1,0,0.1884,0,0
17,1015,146,784,1673,1,0,6.9578,0,0
15,81,26,181,116,1,1,3.116,0,0
8,1882,3893,128,2842,1,1,0.477,0,0
18,63,199,97,331,1,1,0.3295,0,0
12,1,323,589,2684,1,1,5.0653,0,0
5,844,281,898,580,0,1,3.0031,0,0
5,68,66,467,790,1,1,1.0419,0,0
15,0,55,4884,103,1,0,0.0173,0,1
8,63,440,382,3295,1,1,0.1324,0,0
13,608,340,648,2624,0,1,1.7861,0,0
6,32,25,4319,7,0,0,1.3081,0,1
15,6,16,82,2395,1,1,0.3434,0,0
8,692,303,920,2268,1,1,2.2956,0,0
19,64,129,649,600,1,1,0.4851,0,0
8,87,426,873,1348,0,1,0.2075,0,0
18,1643,142,537,899,1,1,11.568,0,0
20,20,7258,1658,20,0,1,0.0057,0,1
20,4,4607,879,255,1,1,0.0,0,1
17,340,448,399,34,1,1,0.7554,0,0
9,62,25096,712,636,1,1,0.0068,0,0
24,26,3432,1948,28,0,0,0.0014,0,1
17,1150,319,958,657,1,1,3.6057,0,0
18,2,69,3897,34,0,1,0.037,0,1
5,0,95,2513,14,1,0,0.006,0,1
9,1032,331,948,2052,1,1,3.109,0,0
7,223,292,675,1273,1,0,0.7586,0,0
19,1217,488,111,968,1,0,2.5204,0,0
13,1937,321,275,409,0,1,6.0228,0,0
7,92,1085,570,847,1,1,0.0769,0,0
22,1,12,4075,14,1,0,0.0819,0,1
22,8,4278,2881,11,0,0,0.0122,0,1
13,1394,1523,589,1195,1,1,0.9004,0,0
18,3,46,252,231,0,0,0.0572,0,1
12,53,455,567,3472,1,1,0.1043,0,0
16,11,281,112,1339,1,1,0.0409,0,0
17,110,265,489,1008,0,1,0.426,0,0
3,3,58,3664,11,1,1,0.0559,0,1
27,0,90,3287,21,0,0,0.0,0,1
16,583,4695,79,2048,0,1,0.1109,0,0
18,924,29,840,3037,1,1,31.8706,0,0
18,1,35,2051,239,0,0,0.024,0,1
12,57,40,601,2135,1,1,1.4087,0,0
19,8,5094,190,55,1,0,0.0,0,1
5,600,2274,772,2069,0,0,0.2604,0,0
9,37,71,508,3372,1,0,0.5121,0,0
26,46,9654,2949,35,0,0,0.0,0,1
11,1003,382,163,1046,1,1,2.6194,0,0
7,755,437,459,2029,1,1,1.7411,0,0
11,6,2678,907,889,1,1,0.101,0,0
10,8,26,578,2269,1,1,0.3208,0,0
7,230,2143,442,1753,1,1,0.104,0,0
3,6,7,3013,26,0,1,0.85,0,1
13,6,190,536,920,1,1,0.143,0,0
14,42,348,367,3613,1,1,0.1174,0,0
7,218,7404,719,2228,1,1,0.0403,0,0
5,6,99,2116,4,0,0,0.0748,0,1
12,23,239,879,2532,1,0,0.0972,0,0
18,719,497,713,1281,1,1,1.4244,0,0
6,15,33,137,3352,0,1,0.4501,0,0
11,11,395,976,2830,1,1,0.0333,0,0
5,1675,323,86,103,0,1,5.1807,0,0
9,1531,3800,277,188,1,0,0.3951,0,0
7,38,33,4515,16,0,0,1.1331,0,1
27,8,7730,3663,314,0,1,0.0054,0,1
13,521,483,662,1434,1,0,1.0685,0,0
13,1612,42,385,2517,0,1,38.3824,0,0
8,11,304,565,3130,0,1,0.0355,0,0
10,508,276,785,2470,1,0,1.8546,1,0
13,246,3465,255,3253,0,0,0.0507,0,0
